Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Authentication/TC-006-Doctor-login-success-schedule,,Verify doctor can log in and reach schedule.,baseline,26-04-2026 00:11:47,26-04-2026 00:11:48,0.943s,FAILED
try,,,,26-04-2026 00:11:47,26-04-2026 00:11:48,0.905s,FAILED
Finally,,,,26-04-2026 00:11:48,26-04-2026 00:11:48,0.005s,PASSED
,,,,,,,
Test Cases/Authentication/TC-007-Patient-login-success-dashboard,,Verify patient can log in and reach dashboard.,baseline,26-04-2026 00:11:48,26-04-2026 00:11:50,1.734s,FAILED
try,,,,26-04-2026 00:11:48,26-04-2026 00:11:50,1.687s,FAILED
Finally,,,,26-04-2026 00:11:50,26-04-2026 00:11:50,0.008s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-008-Patient-profile-table,,Open patient profile table.,baseline,26-04-2026 00:11:50,26-04-2026 00:11:51,1.640s,FAILED
try,,,,26-04-2026 00:11:50,26-04-2026 00:11:51,1.549s,FAILED
Finally,,,,26-04-2026 00:11:51,26-04-2026 00:11:51,0.004s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-009-Patient-search,,Search patient by seeded name.,baseline,26-04-2026 00:11:51,26-04-2026 00:11:52,1.193s,FAILED
try,,,,26-04-2026 00:11:51,26-04-2026 00:11:52,1.141s,FAILED
Finally,,,,26-04-2026 00:11:52,26-04-2026 00:11:52,0.007s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-010-Patient-filter-gender,,Filter patients by gender.,baseline,26-04-2026 00:11:52,26-04-2026 00:11:54,1.151s,FAILED
try,,,,26-04-2026 00:11:52,26-04-2026 00:11:54,1.074s,FAILED
Finally,,,,26-04-2026 00:11:54,26-04-2026 00:11:54,0.006s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-011-Patient-filter-insurance,,Filter patients by insurance.,baseline,26-04-2026 00:11:54,26-04-2026 00:11:55,1.417s,FAILED
try,,,,26-04-2026 00:11:54,26-04-2026 00:11:55,1.317s,FAILED
Finally,,,,26-04-2026 00:11:55,26-04-2026 00:11:55,0.007s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-012-Drug-catalog-table,,Open drug catalog table.,baseline,26-04-2026 00:11:55,26-04-2026 00:11:56,0.988s,FAILED
try,,,,26-04-2026 00:11:55,26-04-2026 00:11:56,0.905s,FAILED
Finally,,,,26-04-2026 00:11:56,26-04-2026 00:11:56,0.005s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-013-Drug-search,,Search drug by seeded name.,baseline,26-04-2026 00:11:56,26-04-2026 00:11:57,0.875s,FAILED
try,,,,26-04-2026 00:11:56,26-04-2026 00:11:57,0.802s,FAILED
Finally,,,,26-04-2026 00:11:57,26-04-2026 00:11:57,0.005s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-014-Drug-filter-dosage-unit,,Filter drugs by dosage form and unit.,baseline,26-04-2026 00:11:57,26-04-2026 00:11:58,0.825s,FAILED
try,,,,26-04-2026 00:11:57,26-04-2026 00:11:58,0.785s,FAILED
Finally,,,,26-04-2026 00:11:58,26-04-2026 00:11:58,0.005s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-015-Room-search,,Search room by seeded room number.,baseline,26-04-2026 00:11:58,26-04-2026 00:11:59,0.835s,FAILED
try,,,,26-04-2026 00:11:58,26-04-2026 00:11:58,0.774s,FAILED
Finally,,,,26-04-2026 00:11:58,26-04-2026 00:11:59,0.004s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-016-Room-filter-status,,Filter rooms by available status.,baseline,26-04-2026 00:11:59,26-04-2026 00:11:59,0.884s,FAILED
try,,,,26-04-2026 00:11:59,26-04-2026 00:11:59,0.839s,FAILED
Finally,,,,26-04-2026 00:11:59,26-04-2026 00:11:59,0.005s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-017-Waitlist-priority-order,,Open waitlist and validate priority order when data exists.,baseline,26-04-2026 00:11:59,26-04-2026 00:12:00,0.870s,FAILED
try,,,,26-04-2026 00:11:59,26-04-2026 00:12:00,0.825s,FAILED
Finally,,,,26-04-2026 00:12:00,26-04-2026 00:12:00,0.004s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-018-Waitlist-filter-priority,,Filter waitlist by priority.,baseline,26-04-2026 00:12:00,26-04-2026 00:12:01,0.850s,FAILED
try,,,,26-04-2026 00:12:00,26-04-2026 00:12:01,0.780s,FAILED
Finally,,,,26-04-2026 00:12:01,26-04-2026 00:12:01,0.004s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-019-Appointment-status-tabs,,Open appointment page and switch status tabs.,baseline,26-04-2026 00:12:01,26-04-2026 00:12:02,0.951s,FAILED
try,,,,26-04-2026 00:12:01,26-04-2026 00:12:02,0.902s,FAILED
Finally,,,,26-04-2026 00:12:02,26-04-2026 00:12:02,0.007s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-020-Invoice-patient-search,,Search patient on invoice page.,baseline,26-04-2026 00:12:02,26-04-2026 00:12:03,0.907s,FAILED
try,,,,26-04-2026 00:12:02,26-04-2026 00:12:03,0.835s,FAILED
Finally,,,,26-04-2026 00:12:03,26-04-2026 00:12:03,0.004s,PASSED
