Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/StaffTables/TC-029-Drug-search-no-results,Edge Chromium 147.0.3912.72,Drug catalog search with a term that matches nothing - table must show empty state gracefully.,baseline,26-04-2026 02:46:00,26-04-2026 02:46:30,29.335s,PASSED
try,Edge Chromium 147.0.3912.72,,,26-04-2026 02:46:00,26-04-2026 02:46:29,29.026s,PASSED
Finally,Edge Chromium 147.0.3912.72,,,26-04-2026 02:46:29,26-04-2026 02:46:30,0.262s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-030-Invoice-search-no-results,Edge Chromium 147.0.3912.72,Invoice billing search with a term that matches nothing - table must show empty state gracefully.,baseline,26-04-2026 02:46:30,26-04-2026 02:46:39,9.089s,PASSED
try,Edge Chromium 147.0.3912.72,,,26-04-2026 02:46:30,26-04-2026 02:46:38,8.815s,PASSED
Finally,Edge Chromium 147.0.3912.72,,,26-04-2026 02:46:38,26-04-2026 02:46:39,0.230s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-031-Patient-filter-female,Edge Chromium 147.0.3912.72,Filter patient list by Female gender - complementary to TC-010 Male filter.,baseline,26-04-2026 02:46:39,26-04-2026 02:46:48,9.257s,FAILED
try,Edge Chromium 147.0.3912.72,,,26-04-2026 02:46:39,26-04-2026 02:46:48,8.947s,FAILED
Finally,Edge Chromium 147.0.3912.72,,,26-04-2026 02:46:48,26-04-2026 02:46:48,0.263s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-032-Patient-search-with-filter,Edge Chromium 147.0.3912.72,Patient search combined with active gender filter - both constraints must apply simultaneously.,baseline,26-04-2026 02:46:48,26-04-2026 02:46:59,11.378s,FAILED
try,Edge Chromium 147.0.3912.72,,,26-04-2026 02:46:48,26-04-2026 02:46:59,11.017s,FAILED
Finally,Edge Chromium 147.0.3912.72,,,26-04-2026 02:46:59,26-04-2026 02:46:59,0.293s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-033-Drug-filter-capsule,Edge Chromium 147.0.3912.72,Drug filter by CAPSULE dosage form - complementary to TC-014 TABLET filter.,baseline,26-04-2026 02:46:59,26-04-2026 02:47:28,29.096s,FAILED
try,Edge Chromium 147.0.3912.72,,,26-04-2026 02:46:59,26-04-2026 02:47:28,28.761s,FAILED
Finally,Edge Chromium 147.0.3912.72,,,26-04-2026 02:47:28,26-04-2026 02:47:28,0.282s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-034-Waitlist-filter-urgent,Edge Chromium 147.0.3912.72,"Waitlist filter by EMERGENCY priority - tests highest-severity triage cases, complementary to TC-018 NORMAL filter.",baseline,26-04-2026 02:47:28,26-04-2026 02:47:38,9.457s,PASSED
try,Edge Chromium 147.0.3912.72,,,26-04-2026 02:47:28,26-04-2026 02:47:38,9.144s,PASSED
Finally,Edge Chromium 147.0.3912.72,,,26-04-2026 02:47:38,26-04-2026 02:47:38,0.275s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-035-Room-filter-unavailable,Edge Chromium 147.0.3912.72,"Room filter by unavailable status - tests room occupancy tracking, complementary to TC-016 available filter.",baseline,26-04-2026 02:47:38,26-04-2026 02:48:07,29.277s,PASSED
try,Edge Chromium 147.0.3912.72,,,26-04-2026 02:47:38,26-04-2026 02:48:07,28.954s,PASSED
Finally,Edge Chromium 147.0.3912.72,,,26-04-2026 02:48:07,26-04-2026 02:48:07,0.274s,PASSED
