Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
try,,,,26-04-2026 00:13:10,26-04-2026 00:13:11,0.828s,FAILED
Finally,,,,26-04-2026 00:13:11,26-04-2026 00:13:11,0.006s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-015-Room-search,,Search room by seeded room number.,baseline,26-04-2026 00:13:11,26-04-2026 00:13:12,1.416s,FAILED
try,,,,26-04-2026 00:13:11,26-04-2026 00:13:12,1.340s,FAILED
Finally,,,,26-04-2026 00:13:12,26-04-2026 00:13:12,0.017s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-016-Room-filter-status,,Filter rooms by available status.,baseline,26-04-2026 00:13:12,26-04-2026 00:13:14,1.271s,FAILED
try,,,,26-04-2026 00:13:12,26-04-2026 00:13:14,1.147s,FAILED
Finally,,,,26-04-2026 00:13:14,26-04-2026 00:13:14,0.011s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-017-Waitlist-priority-order,,Open waitlist and validate priority order when data exists.,baseline,26-04-2026 00:13:14,26-04-2026 00:13:15,1.449s,FAILED
try,,,,26-04-2026 00:13:14,26-04-2026 00:13:15,1.367s,FAILED
Finally,,,,26-04-2026 00:13:15,26-04-2026 00:13:15,0.006s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-018-Waitlist-filter-priority,,Filter waitlist by priority.,baseline,26-04-2026 00:13:15,26-04-2026 00:13:16,1.005s,FAILED
try,,,,26-04-2026 00:13:15,26-04-2026 00:13:16,0.939s,FAILED
Finally,,,,26-04-2026 00:13:16,26-04-2026 00:13:16,0.005s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-019-Appointment-status-tabs,,Open appointment page and switch status tabs.,baseline,26-04-2026 00:13:16,26-04-2026 00:13:17,1.008s,FAILED
try,,,,26-04-2026 00:13:16,26-04-2026 00:13:17,0.937s,FAILED
Finally,,,,26-04-2026 00:13:17,26-04-2026 00:13:17,0.004s,PASSED
,,,,,,,
Test Cases/StaffTables/TC-020-Invoice-patient-search,,Search patient on invoice page.,baseline,26-04-2026 00:13:17,26-04-2026 00:13:18,0.922s,FAILED
try,,,,26-04-2026 00:13:17,26-04-2026 00:13:18,0.852s,FAILED
Finally,,,,26-04-2026 00:13:18,26-04-2026 00:13:18,0.006s,PASSED
